LTV,valor_1_compra,recorrente_1_compra,mes_compra,dia_semana_compra,Produto Fonte,Fonte Campanha,Sexo,Formacao
1080.82,708.0,0,Março,Sexta,Comunidade,Outros,Masculino,Superior Completo
1749.68,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
2324.02,708.0,0,Março,Sexta,Comunidade,Lançamento,Outros,Não Informado
10.0,59.0,1,Março,Sexta,Comunidade,Lançamento,Feminino,Superior Completo
214.4,59.0,1,Março,Sexta,Comunidade,Lançamento,Feminino,Superior Completo
1377.94,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
2270.44,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
3306.62,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Médio
200.12,59.0,1,Março,Sexta,Comunidade,Lançamento,Masculino,Médio
1251.77,59.0,1,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
1760.03,597.0,0,Março,Sexta,Comunidade,Lançamento,Feminino,Superior Completo
1543.66,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
1630.35,59.0,1,Março,Sexta,Comunidade,Lançamento,Masculino,Médio
3305.43,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
2420.51,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Incompleto
2395.52,708.0,0,Março,Sexta,Comunidade,Lançamento,Feminino,Superior Completo
2243.52,708.0,0,Março,Sexta,Comunidade,Lançamento,Outros,Não Informado
763.45,59.0,1,Março,Sexta,Comunidade,Lançamento,Feminino,Superior Completo
1010.67,59.0,1,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
1180.79,59.0,1,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
2944.04,634.64,0,Março,Sexta,Comunidade,Lançamento,Outros,Superior+
1947.36,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
2276.49,708.0,0,Março,Sexta,Comunidade,Lançamento,Feminino,Superior Completo
793.72,59.0,1,Março,Sexta,Comunidade,Lançamento,Masculino,Não Informado
2563.94,597.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Incompleto
3427.05,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
1374.4,59.0,1,Março,Sexta,Comunidade,Lançamento,Feminino,Superior Completo
1242.62,59.0,1,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
2671.62,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Incompleto
2687.14,597.0,0,Março,Sexta,Comunidade,Lançamento,Feminino,Superior Completo
3434.33,708.0,0,Março,Sexta,Comunidade,Lançamento,Feminino,Superior Completo
1358.76,708.0,0,Março,Sexta,Comunidade,Lançamento,Feminino,Superior Completo
2515.55,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
905.25,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
2693.63,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
1117.47,59.0,1,Março,Sexta,Comunidade,Lançamento,Feminino,Superior Completo
1935.17,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Médio
10.0,59.0,1,Março,Sexta,Comunidade,Lançamento,Feminino,Superior Completo
1624.71,588.0,0,Março,Sexta,Comunidade,Outros,Masculino,Superior Completo
2226.34,642.35,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Incompleto
2058.51,626.97,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Incompleto
1870.11,689.81,0,Março,Sexta,Comunidade,Lançamento,Outros,Superior Completo
1358.0,708.0,0,Março,Sexta,Comunidade,Outros,Masculino,Superior Completo
2185.78,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Incompleto
432.55,59.0,1,Março,Sexta,Comunidade,Lançamento,Masculino,Médio
1248.21,59.0,1,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
2172.16,708.0,0,Março,Sexta,Comunidade,Lançamento,Outros,Superior+
1228.84,634.64,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
2134.96,597.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Fundamental
1048.19,59.0,1,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Incompleto
4164.62,1497.0,0,Março,Sexta,Análise de Dados,Tráfego Direto,Masculino,Superior Incompleto
2315.38,597.0,0,Março,Sexta,Outros,Lista Espera,Masculino,Superior Incompleto
1757.03,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Incompleto
1560.33,59.0,1,Março,Sexta,Comunidade,Lançamento,Outros,Não Informado
1293.81,597.0,0,Março,Sexta,Python,Lista Espera,Masculino,Superior Completo
852.76,59.0,1,Março,Sexta,Comunidade,Lançamento,Outros,Superior Completo
2593.75,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior+
1576.97,59.0,1,Março,Sexta,Comunidade,Lançamento,Feminino,Superior Completo
1794.77,59.0,1,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Incompleto
2857.34,708.0,0,Março,Sexta,Comunidade,Lançamento,Feminino,Superior Completo
2142.84,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Médio
2338.96,597.0,0,Março,Sexta,Comunidade,Lançamento,Feminino,Superior Completo
952.11,59.0,1,Março,Sexta,Comunidade,Lançamento,Feminino,Médio
1813.54,681.8,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
2153.46,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
1748.66,59.0,1,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Incompleto
2539.12,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
3254.57,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
1663.98,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Incompleto
1852.33,597.0,0,Março,Sexta,Comunidade,Lançamento,Outros,Superior Incompleto
2382.93,681.8,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
2587.82,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Incompleto
2152.88,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Incompleto
1243.76,59.0,1,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
2613.44,708.0,0,Março,Sexta,Comunidade,Lançamento,Outros,Não Informado
1509.36,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
2593.43,708.0,0,Março,Sexta,Comunidade,Lançamento,Feminino,Superior Incompleto
2716.05,681.8,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Incompleto
2361.93,708.0,0,Março,Sexta,Comunidade,Lançamento,Feminino,Superior Completo
880.51,708.0,0,Março,Sexta,Comunidade,Outros,Feminino,Superior Incompleto
2071.85,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Não Informado
1060.21,59.0,1,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
1663.69,634.64,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Incompleto
2676.9,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
1207.86,59.0,1,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Incompleto
2113.58,597.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Incompleto
2157.59,665.84,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
2309.65,708.0,0,Março,Sexta,Comunidade,Lançamento,Feminino,Médio
836.44,59.0,1,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
187.71,59.0,1,Março,Sexta,Comunidade,Lançamento,Masculino,Médio
1994.26,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
875.19,59.0,1,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Incompleto
1556.68,59.0,1,Março,Sexta,Comunidade,Lançamento,Masculino,Médio
2562.35,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
1583.87,59.0,1,Março,Sexta,Comunidade,Lançamento,Feminino,Superior Incompleto
1500.73,708.0,0,Março,Sexta,Comunidade,Lançamento,Feminino,Superior Incompleto
1981.68,708.0,0,Março,Sexta,Python,Lista Espera,Masculino,Superior Completo
3261.9,708.0,0,Março,Sexta,Comunidade,Lançamento,Outros,Superior Completo
1835.87,708.0,0,Março,Sexta,Comunidade,Lançamento,Feminino,Superior Completo
1659.26,597.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Médio
2074.42,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
1860.18,59.0,1,Março,Sexta,Comunidade,Lançamento,Masculino,Médio
2058.8,665.84,0,Março,Sexta,Ciência de Dados,Lista Espera,Masculino,Superior Incompleto
2494.23,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Incompleto
2410.47,708.0,0,Março,Sexta,Comunidade,Lançamento,Feminino,Superior Completo
1069.19,597.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Incompleto
2204.06,708.0,0,Março,Sexta,Comunidade,Lançamento,Feminino,Superior Incompleto
1932.08,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
2155.23,708.0,0,Março,Sexta,Comunidade,Outros,Feminino,Superior Incompleto
3092.41,708.0,0,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Incompleto
664.07,59.0,1,Março,Sexta,Comunidade,Lançamento,Masculino,Superior+
1871.05,597.0,0,Março,Sexta,Comunidade,Lançamento,Outros,Não Informado
2113.16,59.0,1,Março,Sexta,Comunidade,Lançamento,Masculino,Superior Completo
478.28,59.0,1,Março,Sexta,Comunidade,Lançamento,Feminino,Superior Completo
1532.1,708.0,0,Março,Sexta,Comunidade,Lançamento,Feminino,Superior Completo
2909.4,708.0,0,Março,Sexta,Comunidade,Lançamento,Feminino,Superior Completo
812.87,59.0,1,Março,Sexta,Comunidade,Lançamento,Masculino,Médio
981.93,59.0,1,Março,Sexta,Comunidade,Lançamento,Feminino,Médio
3175.21,597.0,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Completo
1335.23,597.0,0,Março,Sábado,Comunidade,Lançamento,Outros,Superior Completo
2293.05,828.0,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Completo
212.63,59.0,1,Março,Sábado,Comunidade,Lançamento,Feminino,Superior Completo
2215.19,597.0,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Incompleto
2112.04,828.0,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Incompleto
244.69,59.0,1,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Incompleto
2495.87,650.1,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Incompleto
2217.23,708.0,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Incompleto
204.85,59.0,1,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Completo
1658.75,740.92,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Completo
2717.2,708.0,0,Março,Sábado,Comercial,Comercial,Masculino,Superior Completo
1256.12,634.64,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Completo
2403.67,759.0,0,Março,Sábado,Comunidade,Lançamento,Outros,Superior Completo
2926.16,732.0,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Completo
2549.7,708.0,0,Março,Sábado,Comunidade,Lançamento,Outros,Não Informado
2296.44,708.0,0,Março,Sábado,Comercial,Comercial,Feminino,Superior Completo
2334.39,697.0,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Completo
1614.38,732.0,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Completo
922.49,69.0,1,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Incompleto
2046.53,708.0,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Completo
1669.32,697.0,0,Março,Sábado,Comunidade,Lançamento,Feminino,Superior Incompleto
2511.26,697.0,0,Março,Sábado,Comunidade,Lançamento,Masculino,Médio
1194.39,697.0,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Completo
1791.68,828.0,0,Março,Sábado,Comunidade,Lançamento,Feminino,Superior Completo
1852.54,828.0,0,Março,Sábado,Comunidade,Lançamento,Feminino,Não Informado
567.94,49.0,1,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Incompleto
2973.84,777.36,0,Março,Sábado,Comunidade,Lançamento,Feminino,Superior Completo
1068.97,124.75,1,Março,Sábado,Excel,Tráfego Direto,Masculino,Superior Completo
2445.31,828.0,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Completo
882.95,69.0,1,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Completo
2386.05,828.0,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior+
2906.49,708.0,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Completo
10.0,59.0,1,Março,Sábado,Comunidade,Lançamento,Feminino,Médio
2504.13,642.35,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Incompleto
1938.22,697.0,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Completo
2556.81,768.11,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Completo
1095.56,59.0,1,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Incompleto
2566.71,697.0,0,Março,Sábado,Comunidade,Lançamento,Masculino,Médio
3043.73,828.0,0,Março,Sábado,Excel,Lista Espera,Feminino,Médio
159.41,69.0,1,Março,Sábado,Comunidade,Lançamento,Masculino,Médio
2797.51,759.0,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Completo
821.17,69.0,1,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Completo
2008.69,828.0,0,Março,Sábado,Excel,Lista Espera,Masculino,Superior Completo
1883.1,69.0,1,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Completo
2590.06,723.14,0,Março,Sábado,Comunidade,Lançamento,Feminino,Superior Completo
642.29,69.0,1,Março,Sábado,Comunidade,Lançamento,Masculino,Médio
2800.68,777.36,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Incompleto
2368.68,828.0,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Completo
634.35,69.0,1,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Incompleto
1888.67,697.0,0,Março,Sábado,Comunidade,Lançamento,Feminino,Superior Completo
1007.69,69.0,1,Março,Sábado,Comunidade,Lançamento,Feminino,Superior Completo
1884.72,697.0,0,Março,Sábado,Comunidade,Lançamento,Feminino,Superior Completo
2470.69,828.0,0,Março,Sábado,Comunidade,Lançamento,Feminino,Superior Completo
1302.56,69.0,1,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Completo
3301.45,1497.0,0,Março,Sábado,Excel,Lista Espera,Masculino,Superior Completo
3196.11,697.0,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Completo
2398.69,828.0,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Incompleto
3074.96,828.0,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Completo
1347.75,69.0,1,Março,Sábado,Comunidade,Lançamento,Feminino,Superior Completo
1610.69,59.0,1,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Completo
3314.43,777.36,0,Março,Sábado,Comunidade,Lançamento,Outros,Superior Completo
1500.31,828.0,0,Março,Sábado,Comunidade,Lançamento,Feminino,Superior Completo
2166.24,588.0,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Completo
796.87,69.0,1,Março,Sábado,Comunidade,Lançamento,Feminino,Superior Incompleto
2386.31,786.6,0,Março,Sábado,Comunidade,Lançamento,Feminino,Superior Completo
652.31,69.0,1,Março,Sábado,Comunidade,Lançamento,Masculino,Superior+
2066.87,828.0,0,Março,Sábado,Python,Lista Espera,Masculino,Superior Completo
281.83,59.0,1,Março,Sábado,Comunidade,Lançamento,Feminino,Superior Completo
2441.3,828.0,0,Março,Sábado,Comunidade,Lançamento,Feminino,Superior Incompleto
2864.85,828.0,0,Março,Sábado,Comunidade,Lançamento,Masculino,Superior Completo
588.56,59.0,1,Março,Domingo,Comunidade,Lançamento,Masculino,Superior Completo
2225.69,828.0,0,Março,Domingo,Comunidade,Lançamento,Masculino,Superior+
485.1,59.0,1,Março,Domingo,Comunidade,Lançamento,Masculino,Médio
1840.6,796.0,0,Março,Domingo,Comunidade,Lançamento,Feminino,Superior Completo
733.95,69.0,1,Março,Domingo,Comunidade,Lançamento,Feminino,Médio
2565.76,828.0,0,Março,Domingo,Comunidade,Lançamento,Masculino,Superior Completo
3028.54,828.0,0,Março,Domingo,Comunidade,Lançamento,Masculino,Superior Completo
249.99,69.0,1,Março,Domingo,Comunidade,Lançamento,Masculino,Médio
2326.62,828.0,0,Março,Domingo,Python,Lista Espera,Masculino,Superior Completo
2791.94,697.0,0,Março,Domingo,Comunidade,Lançamento,Masculino,Superior Completo
256.71,69.0,1,Março,Domingo,Comunidade,Lançamento,Masculino,Superior Completo
3033.43,828.0,0,Março,Domingo,Comunidade,Lançamento,Masculino,Superior Completo
2169.78,828.0,0,Março,Domingo,Comunidade,Lançamento,Masculino,Superior Incompleto
1213.62,69.0,1,Março,Domingo,Comunidade,Lançamento,Feminino,Superior Incompleto
2383.6,796.0,0,Março,Domingo,Power BI,Lista Espera,Feminino,Superior Incompleto
2427.74,697.0,0,Março,Domingo,Comunidade,Lançamento,Masculino,Superior+
3158.59,796.0,0,Março,Domingo,Comunidade,Lançamento,Masculino,Superior Incompleto
2134.03,697.0,0,Março,Domingo,Comunidade,Lançamento,Feminino,Superior Completo
2896.48,828.0,0,Março,Domingo,Comunidade,Lançamento,Masculino,Superior Incompleto
992.54,69.0,1,Março,Domingo,Comunidade,Lançamento,Masculino,Superior Completo
2094.07,828.0,0,Março,Domingo,Full Stack Javascript,Lista Espera,Feminino,Superior Completo
2318.3,828.0,0,Março,Domingo,Comunidade,Lançamento,Feminino,Superior Completo
2129.36,723.14,0,Março,Domingo,Comunidade,Lançamento,Feminino,Superior Completo
1560.11,749.9,0,Março,Domingo,Comunidade,Lançamento,Masculino,Médio
2444.39,708.0,0,Março,Domingo,Comunidade,Lançamento,Masculino,Superior Completo
2545.1,708.0,0,Março,Domingo,Comunidade,Lançamento,Feminino,Superior Incompleto
2803.28,828.0,0,Março,Domingo,Comunidade,Lançamento,Feminino,Superior Incompleto
2949.86,717.34,0,Março,Domingo,Comunidade,Lançamento,Outros,Superior Completo
1170.05,124.75,1,Março,Domingo,Excel,Tráfego Direto,Masculino,Superior Incompleto
548.21,69.0,1,Março,Domingo,Comunidade,Lançamento,Masculino,Superior Incompleto
2194.46,828.0,0,Março,Domingo,Comunidade,Lançamento,Feminino,Superior Incompleto
2816.63,828.0,0,Março,Domingo,Comunidade,Lançamento,Masculino,Superior Incompleto
2589.29,828.0,0,Março,Domingo,Comunidade,Lançamento,Feminino,Superior Completo
2382.98,828.0,0,Março,Domingo,Comunidade,Lançamento,Masculino,Superior Completo
1949.17,828.0,0,Março,Domingo,Comunidade,Lançamento,Feminino,Médio
2123.32,828.0,0,Março,Domingo,Comunidade,Lançamento,Masculino,Superior Completo
2443.81,665.84,0,Março,Domingo,Comunidade,Lançamento,Masculino,Superior Completo
1404.37,828.0,0,Março,Domingo,Comunidade,Lançamento,Masculino,Superior Completo
1207.38,828.0,0,Março,Domingo,Comunidade,Lançamento,Feminino,Médio
2743.03,828.0,0,Março,Domingo,Comunidade,Lançamento,Masculino,Médio
2004.77,749.9,0,Março,Domingo,Comunidade,Lançamento,Masculino,Superior Completo
2849.2,708.0,0,Março,Domingo,Comercial,Comercial,Masculino,Superior Completo
2843.7,597.0,0,Março,Domingo,Comunidade,Lançamento,Masculino,Superior Completo
1748.51,740.92,0,Março,Domingo,Comunidade,Lançamento,Outros,Não Informado
1546.76,828.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
2252.07,828.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Incompleto
506.82,69.0,1,Março,Segunda,Comunidade,Lançamento,Feminino,Superior Completo
2379.16,828.0,0,Março,Segunda,Comunidade,Lançamento,Feminino,Superior Completo
2664.38,828.0,0,Março,Segunda,Comunidade,Lançamento,Feminino,Superior Completo
1003.89,59.0,1,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Incompleto
876.92,69.0,1,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
2797.08,740.92,0,Março,Segunda,Comunidade,Lançamento,Feminino,Superior Completo
1178.05,59.0,1,Março,Segunda,Comunidade,Lançamento,Feminino,Superior Completo
2300.17,828.0,0,Março,Segunda,Comunidade,Lançamento,Feminino,Superior Completo
2713.6,828.0,0,Março,Segunda,Comunidade,Lançamento,Feminino,Superior Completo
1478.9,740.92,0,Março,Segunda,Comunidade,Lançamento,Feminino,Superior Completo
2734.03,697.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
849.73,59.0,1,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
245.65,69.0,1,Março,Segunda,Comunidade,Lançamento,Masculino,Médio
642.57,69.0,1,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
2917.26,828.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Incompleto
2003.37,828.0,0,Março,Segunda,Comunidade,Lançamento,Feminino,Médio
2599.87,828.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
2836.89,828.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
2328.41,777.36,0,Março,Segunda,Comunidade,Lançamento,Feminino,Superior Completo
1954.29,828.0,0,Março,Segunda,Comunidade,Lançamento,Feminino,Superior Completo
2163.15,697.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
1602.53,777.36,0,Março,Segunda,Comunidade,Lançamento,Feminino,Superior Completo
606.12,69.0,1,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
1634.96,697.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
2368.25,828.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
1584.79,718.26,0,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
2434.23,828.0,0,Março,Segunda,Comunidade,Lançamento,Feminino,Superior Completo
2971.52,732.0,0,Março,Segunda,Power BI,Lista Espera,Feminino,Superior Completo
1443.81,59.0,1,Março,Segunda,Comunidade,Lançamento,Outros,Não Informado
1761.49,828.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
516.28,69.0,1,Março,Segunda,Comunidade,Lançamento,Feminino,Superior Completo
870.22,59.0,1,Março,Segunda,Comunidade,Outros,Masculino,Superior Incompleto
2881.58,650.1,0,Março,Segunda,Comercial,Comercial,Feminino,Superior Incompleto
1963.4,749.9,0,Março,Segunda,Comunidade,Lançamento,Feminino,Superior Completo
1965.72,708.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
2185.65,796.0,0,Março,Segunda,Outros,Lista Espera,Feminino,Superior Completo
1463.89,828.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Incompleto
2461.45,697.0,0,Março,Segunda,Comunidade,Lançamento,Outros,Superior Completo
1386.81,59.0,1,Março,Segunda,Comunidade,Lançamento,Feminino,Superior Completo
2147.01,796.0,0,Março,Segunda,Comunidade,Lançamento,Feminino,Superior Completo
135.01,69.0,1,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
3107.14,828.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Incompleto
2306.59,697.0,0,Março,Segunda,Comunidade,Lançamento,Feminino,Superior Completo
1212.41,69.0,1,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Incompleto
184.67,69.0,1,Março,Segunda,Comunidade,Lançamento,Feminino,Superior Completo
1725.02,828.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Médio
1048.15,59.0,1,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
2864.21,796.0,0,Março,Segunda,Comunidade,Lançamento,Feminino,Superior Completo
1623.82,697.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Médio
801.96,69.0,1,Março,Segunda,Comunidade,Lançamento,Masculino,Superior+
1588.46,828.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
1817.53,681.8,0,Março,Segunda,Comunidade,Lançamento,Feminino,Superior Completo
2261.88,828.0,0,Março,Segunda,Comunidade,Lançamento,Feminino,Superior Completo
2639.46,828.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Médio
10.0,69.0,1,Março,Segunda,Comunidade,Outros,Feminino,Superior Incompleto
3060.46,828.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Incompleto
2148.37,723.14,0,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
2997.29,828.0,0,Março,Segunda,Python,Lista Espera,Masculino,Superior Completo
1207.22,69.0,1,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
869.98,59.0,1,Março,Segunda,Comunidade,Outros,Masculino,Superior Completo
1476.29,69.0,1,Março,Segunda,Comunidade,Outros,Feminino,Superior Incompleto
2042.8,759.0,0,Março,Segunda,Power BI,Lista Espera,Masculino,Superior Incompleto
922.07,69.0,1,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
351.95,69.0,1,Março,Segunda,Comunidade,Lançamento,Feminino,Superior Completo
2143.76,697.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Incompleto
1218.05,69.0,1,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Incompleto
2766.22,697.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Médio
1851.98,597.0,0,Março,Segunda,Comunidade,Lançamento,Feminino,Médio
10.0,59.0,1,Março,Segunda,Comunidade,Outros,Feminino,Superior Completo
890.61,69.0,1,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
1960.59,828.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
560.94,69.0,1,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
2732.07,828.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Médio
2441.35,697.0,0,Março,Segunda,Comunidade,Lançamento,Outros,Superior Incompleto
2814.32,828.0,0,Março,Segunda,Comunidade,Lançamento,Feminino,Superior Incompleto
682.78,69.0,1,Março,Segunda,Comunidade,Lançamento,Outros,Não Informado
2902.8,828.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
845.76,59.0,1,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
2301.64,597.0,0,Março,Segunda,Comercial,Comercial,Masculino,Superior Completo
1835.73,828.0,0,Março,Segunda,Comunidade,Lançamento,Outros,Superior Completo
1287.46,697.0,0,Março,Segunda,Power BI,Lista Espera,Masculino,Superior Completo
10.0,69.0,1,Março,Segunda,Comunidade,Outros,Masculino,Superior Completo
2304.58,697.0,0,Março,Segunda,Comunidade,Lançamento,Feminino,Superior Completo
1932.56,828.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
1559.08,828.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Superior+
2329.69,828.0,0,Março,Segunda,Power BI,Lista Espera,Masculino,Superior Completo
2533.64,828.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Médio
1063.63,69.0,1,Março,Segunda,Comunidade,Lançamento,Feminino,Superior Completo
2197.38,708.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
822.69,69.0,1,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Incompleto
2119.43,828.0,0,Março,Segunda,Comunidade,Lançamento,Masculino,Superior Completo
